14125:  R.. 0x06782
25500:  W.. 0x0a782
29250:  R.. 0x1797f
55500:  R.. 0x06783
66750:  W.. 0x0a783
89250:  R.. 0x07a7f
96750:  R.. 0x06784
108000:  W.. 0x0a784
138125:  R.. 0x06785
149375:  R.. 0x17b7f
153125:  W.. 0x0a785
183125:  R.. 0x06786
194375:  W.. 0x0a786
209250:  R.. 0x07c7f
224250:  R.. 0x06787
235500:  R.. 0x1ffff
239250:  R.. 0x1ffff
243000:  R.. 0x1ffff
246750:  R.. 0x1ffff
250500:  W.. 0x0a787
281875:  R.. 0x06788
293625:  W.. 0x0a788
323625:  R.. 0x06789
334875:  W.. 0x0a789
374250:  R.. 0x0678a
385500:  W.. 0x0a78a
415500:  R.. 0x0678b
426750:  W.. 0x0a78b
430500:  R.. 0x17d7f
456750:  R.. 0x0678c
468000:  W.. 0x0a78c
490625:  R.. 0x07e7f
498125:  R.. 0x0678d
509375:  W.. 0x0a78d
539375:  R.. 0x0678e
550625:  R.. 0x17f7f
554375:  W.. 0x0a78e
610625:  R.. 0x080bf
614375:  R.. 0x06800
625625:  W.. 0x0a800
655625:  R.. 0x06801
666875:  W.. 0x0a801
670625:  R.. 0x181bf
696875:  R.. 0x06802
708125:  W.. 0x0a802
730625:  R.. 0x082bf
738125:  R.. 0x06803
749375:  W.. 0x0a803
779250:  R.. 0x06804
790625:  R.. 0x183bf
794250:  W.. 0x0a804
824375:  R.. 0x06805
835625:  W.. 0x0a805
850625:  R.. 0x084bf
865625:  R.. 0x06806
876875:  R.. 0x1ffff
880625:  R.. 0x1ffff
884375:  R.. 0x1ffff
888125:  R.. 0x1ffff
891875:  W.. 0x0a806
923375:  R.. 0x06807
935125:  W.. 0x0a807
965125:  R.. 0x06808
976375:  W.. 0x0a808
1015750:  R.. 0x06809
1027000:  W.. 0x0a809
1057000:  R.. 0x0680a
1068250:  W.. 0x0a80a
1072000:  R.. 0x185bf
1098250:  R.. 0x0680b
1109500:  W.. 0x0a80b
1132000:  R.. 0x086bf
1139500:  R.. 0x0680c
1150750:  W.. 0x0a80c
1180625:  R.. 0x0680d
1191875:  R.. 0x187bf
1195625:  W.. 0x0a80d
1225625:  R.. 0x0680e
1236875:  W.. 0x0a80e
1251875:  R.. 0x088bf
1297000:  R.. 0x06880
1308250:  W.. 0x0a880
1312000:  R.. 0x189bf
1338250:  R.. 0x06881
1349500:  W.. 0x0a881
1372125:  R.. 0x08abf
1379500:  R.. 0x06882
1390875:  W.. 0x0a882
1420875:  R.. 0x06883
1432125:  R.. 0x18bbf
1435875:  W.. 0x0a883
1465875:  R.. 0x06884
1477125:  W.. 0x0a884
1492125:  R.. 0x08cbf
1507125:  R.. 0x06885
1518375:  R.. 0x1ffff
1522125:  R.. 0x1ffff
1525875:  R.. 0x1ffff
1529625:  R.. 0x1ffff
1533375:  W.. 0x0a885
1564750:  R.. 0x06886
1576375:  W.. 0x0a886
1606375:  R.. 0x06887
1617625:  W.. 0x0a887
1657000:  R.. 0x06888
1668250:  W.. 0x0a888
1698250:  R.. 0x06889
1709500:  W.. 0x0a889
1713250:  R.. 0x18dbf
1739500:  R.. 0x0688a
1750875:  W.. 0x0a88a
1773375:  R.. 0x08ebf
1780875:  R.. 0x0688b
1792125:  W.. 0x0a88b
1822125:  R.. 0x0688c
1833500:  R.. 0x18fbf
1837250:  W.. 0x0a88c
1867250:  R.. 0x0688d
1878500:  W.. 0x0a88d
1893500:  R.. 0x090bf
1908500:  R.. 0x0688e
1919750:  W.. 0x0a88e
1953500:  R.. 0x191bf
1979625:  R.. 0x06900
1990875:  W.. 0x0a900
2013375:  R.. 0x092bf
2020875:  R.. 0x06901
2032125:  W.. 0x0a901
2062125:  R.. 0x06902
2073375:  R.. 0x193bf
2077125:  W.. 0x0a902
2107125:  R.. 0x06903
2118375:  W.. 0x0a903
2133375:  R.. 0x094bf
2148375:  R.. 0x06904
2159625:  R.. 0x1ffff
2163375:  R.. 0x1ffff
2167125:  R.. 0x1ffff
2170875:  R.. 0x1ffff
2174625:  W.. 0x0a904
2206125:  R.. 0x06905
2217875:  W.. 0x0a905
2247875:  R.. 0x06906
2259125:  W.. 0x0a906
2298625:  R.. 0x06907
2309875:  W.. 0x0a907
2339875:  R.. 0x06908
2351125:  W.. 0x0a908
2354875:  R.. 0x195bf
2381000:  R.. 0x06909
2392250:  W.. 0x0a909
2414750:  R.. 0x096bf
2422250:  R.. 0x0690a
2433500:  W.. 0x0a90a
2463500:  R.. 0x0690b
2474750:  R.. 0x197bf
2478500:  W.. 0x0a90b
2508500:  R.. 0x0690c
2519750:  W.. 0x0a90c
2534750:  R.. 0x098bf
2549750:  R.. 0x0690d
2561000:  W.. 0x0a90d
2591000:  R.. 0x0690e
2594750:  R.. 0x199bf
2602250:  W.. 0x0a90e
2654875:  R.. 0x09abf
2662375:  R.. 0x06980
2673625:  W.. 0x0a980
2703625:  R.. 0x06981
2715000:  R.. 0x19bbf
2718625:  W.. 0x0a981
2748625:  R.. 0x06982
2759875:  W.. 0x0a982
2774875:  R.. 0x09cbf
2789875:  R.. 0x06983
2801125:  R.. 0x1ffff
2804875:  R.. 0x1ffff
2808625:  R.. 0x1ffff
2812375:  R.. 0x1ffff
2816125:  W.. 0x0a983
2847500:  R.. 0x06984
2859250:  W.. 0x0a984
2889125:  R.. 0x06985
2900375:  W.. 0x0a985
2939750:  R.. 0x06986
2951000:  W.. 0x0a986
2981000:  R.. 0x06987
2992375:  W.. 0x0a987
2996125:  R.. 0x19dbf
3022375:  R.. 0x06988
3033625:  W.. 0x0a988
3056125:  R.. 0x09ebf
3063625:  R.. 0x06989
3074875:  W.. 0x0a989
3105000:  R.. 0x0698a
3116250:  R.. 0x19fbf
3120000:  W.. 0x0a98a
3150000:  R.. 0x0698b
3161250:  W.. 0x0a98b
3176250:  R.. 0x0a0bf
3191250:  R.. 0x0698c
3202500:  W.. 0x0a98c
3232500:  R.. 0x0698d
3236250:  R.. 0x1a1bf
3243750:  W.. 0x0a98d
3273750:  R.. 0x0698e
3285000:  W.. 0x0a98e
3296250:  R.. 0x0a2bf
3344875:  R.. 0x06a00
3356125:  R.. 0x1a3bf
3359875:  W.. 0x0aa00
3389875:  R.. 0x06a01
3401125:  W.. 0x0aa01
3416125:  R.. 0x0a4bf
3431125:  R.. 0x06a02
3442500:  R.. 0x1ffff
3446250:  R.. 0x1ffff
3450000:  R.. 0x1ffff
3453750:  R.. 0x1ffff
3457500:  W.. 0x0aa02
3488875:  R.. 0x06a03
3500625:  W.. 0x0aa03
3530750:  R.. 0x06a04
3542000:  W.. 0x0aa04
3581375:  R.. 0x06a05
3592625:  W.. 0x0aa05
3622625:  R.. 0x06a06
3633875:  W.. 0x0aa06
3637625:  R.. 0x1a5bf
3663875:  R.. 0x06a07
3675125:  W.. 0x0aa07
3697500:  R.. 0x0a6bf
3705000:  R.. 0x06a08
3716250:  W.. 0x0aa08
3746250:  R.. 0x06a09
3757500:  R.. 0x1a7bf
3761250:  W.. 0x0aa09
3791250:  R.. 0x06a0a
3802500:  W.. 0x0aa0a
3817500:  R.. 0x0a8bf
3832500:  R.. 0x06a0b
3843750:  W.. 0x0aa0b
3873750:  R.. 0x06a0c
3877625:  R.. 0x1a9bf
3885000:  W.. 0x0aa0c
3915125:  R.. 0x06a0d
3926375:  W.. 0x0aa0d
3937625:  R.. 0x0aabf
3956375:  R.. 0x06a0e
3967625:  W.. 0x0aa0e
3997750:  R.. 0x1abbf
4027750:  R.. 0x06a80
4039000:  W.. 0x0aa80
4057750:  R.. 0x0acbf
4069000:  R.. 0x06a81
4080250:  W.. 0x0aa81
4084000:  R.. 0x1ffff
4087750:  R.. 0x1ffff
4091500:  R.. 0x1ffff
4095250:  R.. 0x1ffff
