    0:  W.v 0x00000
 1500:  W.. 0x1d480
35250:  R.. 0x1d480
46500:  W.. 0x1d480
82125:  R.. 0x1d481
93375:  W.. 0x1d481
127125:  R.. 0x01c3f
157000:  R.. 0x1d500
168250:  W.. 0x1d500
187000:  R.. 0x11d3f
202000:  R.. 0x1d500
213250:  W.. 0x1d500
247000:  R.. 0x01e3f
250750:  R.. 0x1d501
262000:  W.. 0x1d501
307000:  R.. 0x11f3f
325875:  R.. 0x1d580
337125:  W.. 0x1d580
367125:  R.. 0x0203f
370875:  R.. 0x1d580
382125:  W.. 0x1d580
416000:  R.. 0x1d581
427250:  R.. 0x1213f
431000:  W.. 0x1d581
487250:  R.. 0x0223f
494750:  R.. 0x1d600
506000:  W.. 0x1d600
539750:  R.. 0x1d600
547250:  R.. 0x1233f
551000:  W.. 0x1d600
573375:  R.. 0x1ffff
577125:  R.. 0x1ffff
580875:  R.. 0x1ffff
584625:  R.. 0x1ffff
588375:  R.. 0x1d601
599625:  W.. 0x1d601
665250:  R.. 0x1d680
676500:  W.. 0x1d680
712125:  R.. 0x1d680
723375:  W.. 0x1d680
757125:  R.. 0x1d681
768500:  R.. 0x0243f
772250:  W.. 0x1d681
828500:  R.. 0x1253f
836000:  R.. 0x1d700
847250:  W.. 0x1d700
881125:  R.. 0x1d700
888625:  R.. 0x0263f
892375:  W.. 0x1d700
926125:  R.. 0x1d701
937375:  W.. 0x1d701
948625:  R.. 0x1273f
1001000:  R.. 0x1d780
1008500:  R.. 0x0283f
1012250:  W.. 0x1d780
1046000:  R.. 0x1d780
1057250:  W.. 0x1d780
1068500:  R.. 0x1293f
1091000:  R.. 0x1d781
1102250:  W.. 0x1d781
1128500:  R.. 0x02a3f
1166000:  R.. 0x1d800
1177250:  W.. 0x1d800
1188500:  R.. 0x12b3f
1211000:  R.. 0x1d800
1214875:  R.. 0x1ffff
1218625:  R.. 0x1ffff
1222375:  R.. 0x1ffff
1226125:  R.. 0x1ffff
1229875:  W.. 0x1d800
1265500:  R.. 0x1d801
1276750:  W.. 0x1d801
1353750:  R.. 0x1d880
1365000:  W.. 0x1d880
1398625:  R.. 0x1d880
1409875:  R.. 0x02c3f
1413625:  W.. 0x1d880
1447375:  R.. 0x1d881
1458625:  W.. 0x1d881
1469875:  R.. 0x12d3f
1522250:  R.. 0x1d900
1529750:  R.. 0x02e3f
1533500:  W.. 0x1d900
1567375:  R.. 0x1d900
1578625:  W.. 0x1d900
1589875:  R.. 0x12f3f
1612375:  R.. 0x1d901
1623625:  W.. 0x1d901
1649875:  R.. 0x0303f
1687500:  R.. 0x1d980
1698750:  W.. 0x1d980
1710000:  R.. 0x1313f
1732500:  R.. 0x1d980
1743750:  W.. 0x1d980
1770000:  R.. 0x0323f
1777500:  R.. 0x1d981
1788750:  W.. 0x1d981
1830000:  R.. 0x1333f
1852500:  R.. 0x1da00
1856250:  R.. 0x1ffff
1860000:  R.. 0x1ffff
1863750:  R.. 0x1ffff
1867500:  R.. 0x1ffff
1871250:  W.. 0x1da00
1906750:  R.. 0x1da00
1918000:  W.. 0x1da00
1951750:  R.. 0x1da01
1963000:  W.. 0x1da01
2025000:  R.. 0x1da80
2036250:  W.. 0x1da80
2051250:  R.. 0x0343f
2070000:  R.. 0x1da80
2081250:  W.. 0x1da80
2111375:  R.. 0x1353f
2115125:  R.. 0x1da81
2126375:  W.. 0x1da81
2171375:  R.. 0x0363f
2190125:  R.. 0x1db00
2201375:  W.. 0x1db00
2231375:  R.. 0x1373f
2235125:  R.. 0x1db00
2246375:  W.. 0x1db00
2280125:  R.. 0x1db01
2291375:  R.. 0x0383f
2295125:  W.. 0x1db01
2351250:  R.. 0x1393f
2358750:  R.. 0x1db80
2370000:  W.. 0x1db80
2403750:  R.. 0x1db80
2411250:  R.. 0x03a3f
2415000:  W.. 0x1db80
2448750:  R.. 0x1db81
2460000:  W.. 0x1db81
2471375:  R.. 0x13b3f
2497625:  R.. 0x1ffff
2501375:  R.. 0x1ffff
2505125:  R.. 0x1ffff
2508875:  R.. 0x1ffff
2523875:  R.. 0x1dc00
2535125:  W.. 0x1dc00
2570875:  R.. 0x1dc00
2582125:  W.. 0x1dc00
2615875:  R.. 0x1dc01
2636500:  W.. 0x1dc01
2692750:  R.. 0x03c3f
2700250:  R.. 0x1dc80
2711375:  W.. 0x1dc80
2745125:  R.. 0x1dc80
2752625:  R.. 0x13d3f
2756375:  W.. 0x1dc80
2790125:  R.. 0x1dc81
2801375:  W.. 0x1dc81
2812625:  R.. 0x03e3f
2865125:  R.. 0x1dd00
2872625:  R.. 0x13f3f
2876375:  W.. 0x1dd00
2910125:  R.. 0x1dd00
2921375:  W.. 0x1dd00
2932750:  R.. 0x0407f
2955250:  R.. 0x1dd01
2966500:  W.. 0x1dd01
2992750:  R.. 0x1417f
3030375:  R.. 0x1dd80
3041625:  W.. 0x1dd80
3052875:  R.. 0x0427f
3075375:  R.. 0x1dd80
3086625:  W.. 0x1dd80
3112875:  R.. 0x1437f
3120250:  R.. 0x1dd81
3131500:  W.. 0x1dd81
3139000:  R.. 0x1ffff
3142750:  R.. 0x1ffff
3146500:  R.. 0x1ffff
3150250:  R.. 0x1ffff
3197125:  R.. 0x1de00
3208375:  W.. 0x1de00
3242125:  R.. 0x1de00
3253375:  W.. 0x1de00
3289000:  R.. 0x1de01
3300250:  W.. 0x1de01
3334000:  R.. 0x0447f
3364000:  R.. 0x1de80
3375375:  W.. 0x1de80
3394125:  R.. 0x1457f
3409125:  R.. 0x1de80
3420375:  W.. 0x1de80
3454125:  R.. 0x0467f
3457875:  R.. 0x1de81
3469125:  W.. 0x1de81
3514250:  R.. 0x1477f
3532875:  R.. 0x1df00
3544125:  W.. 0x1df00
3574125:  R.. 0x0487f
3577875:  R.. 0x1df00
3589125:  W.. 0x1df00
3622875:  R.. 0x1df01
3634125:  R.. 0x1497f
3637875:  W.. 0x1df01
3694000:  R.. 0x04a7f
3701500:  R.. 0x1df80
3712750:  W.. 0x1df80
3746625:  R.. 0x1df80
3754125:  R.. 0x14b7f
3757875:  W.. 0x1df80
3780375:  R.. 0x1ffff
3784125:  R.. 0x1ffff
3787875:  R.. 0x1ffff
3791625:  R.. 0x1ffff
3795375:  R.. 0x1df81
3806625:  W.. 0x1df81
3872375:  R.. 0x1e000
3883625:  W.. 0x1e000
3919250:  R.. 0x1e000
3930500:  W.. 0x1e000
3964250:  R.. 0x1e001
3975500:  R.. 0x04c7f
3979250:  W.. 0x1e001
4035500:  R.. 0x14d7f
4043000:  R.. 0x1e080
4054125:  W.. 0x1e080
4087875:  R.. 0x1e080
4095375:  R.. 0x04e7f
