    0:  W.v 0x00000
 3500:  W.. 0x09600
33500:  R.. 0x0d4ff
37250:  R.. 0x05601
48500:  W.. 0x09601
78500:  R.. 0x05602
89750:  W.. 0x09602
93500:  R.. 0x1d5ff
119750:  R.. 0x05603
131000:  W.. 0x09603
153500:  R.. 0x0d6ff
161000:  R.. 0x05604
172375:  W.. 0x09604
202375:  R.. 0x05605
213625:  R.. 0x1d7ff
217375:  W.. 0x09605
273750:  R.. 0x0d8ff
277500:  R.. 0x05680
288750:  W.. 0x09680
300000:  R.. 0x1ffff
303750:  R.. 0x1ffff
307500:  R.. 0x1ffff
311250:  R.. 0x1ffff
318750:  R.. 0x05681
330000:  W.. 0x09681
361875:  R.. 0x05682
373125:  W.. 0x09682
403000:  R.. 0x05683
414250:  W.. 0x09683
442375:  R.. 0x05684
453625:  W.. 0x09684
483625:  R.. 0x05685
494875:  R.. 0x1d9ff
498625:  W.. 0x09685
554875:  R.. 0x0daff
558625:  R.. 0x05700
569875:  W.. 0x09700
599875:  R.. 0x05701
611125:  W.. 0x09701
615000:  R.. 0x1dbff
641250:  R.. 0x05702
652500:  W.. 0x09702
675000:  R.. 0x0dcff
682500:  R.. 0x05703
693750:  W.. 0x09703
723875:  R.. 0x05704
735125:  R.. 0x1ddff
738875:  W.. 0x09704
768875:  R.. 0x05705
780125:  W.. 0x09705
795125:  R.. 0x0deff
840000:  R.. 0x05780
851250:  W.. 0x09780
855000:  R.. 0x1dfff
881250:  R.. 0x05781
892500:  W.. 0x09781
915000:  R.. 0x0e0ff
922500:  R.. 0x05782
933750:  W.. 0x09782
941250:  R.. 0x1ffff
945000:  R.. 0x1ffff
948750:  R.. 0x1ffff
952500:  R.. 0x1ffff
963750:  R.. 0x05783
975000:  W.. 0x09783
1006875:  R.. 0x05784
1018125:  W.. 0x09784
1048125:  R.. 0x05785
1059375:  W.. 0x09785
1121375:  R.. 0x05800
1132625:  W.. 0x09800
1136375:  R.. 0x1e1ff
1162625:  R.. 0x05801
1173875:  W.. 0x09801
1196375:  R.. 0x0e2ff
1203875:  R.. 0x05802
1215125:  W.. 0x09802
1245125:  R.. 0x05803
1256375:  R.. 0x1e3ff
1260125:  W.. 0x09803
1290125:  R.. 0x05804
1301375:  W.. 0x09804
1316375:  R.. 0x0e4ff
1331375:  R.. 0x05805
1342625:  W.. 0x09805
1376375:  R.. 0x1e5ff
1402500:  R.. 0x05880
1413750:  W.. 0x09880
1436375:  R.. 0x0e6ff
1443875:  R.. 0x05881
1455125:  W.. 0x09881
1485125:  R.. 0x05882
1496375:  R.. 0x1e7ff
1500125:  W.. 0x09882
1530250:  R.. 0x05883
1541500:  W.. 0x09883
1556500:  R.. 0x0e8ff
1571500:  R.. 0x05884
1582750:  R.. 0x1ffff
1586500:  R.. 0x1ffff
1590250:  R.. 0x1ffff
1594000:  R.. 0x1ffff
1597750:  W.. 0x09884
1629250:  R.. 0x05885
1640875:  W.. 0x09885
1700875:  R.. 0x05900
1721500:  W.. 0x09900
1751500:  R.. 0x05901
1762625:  W.. 0x09901
1777750:  R.. 0x1e9ff
1792625:  R.. 0x05902
1803875:  W.. 0x09902
1833875:  R.. 0x05903
1837625:  R.. 0x0eaff
1845125:  W.. 0x09903
1875125:  R.. 0x05904
1886375:  W.. 0x09904
1897750:  R.. 0x1ebff
1916500:  R.. 0x05905
1927750:  W.. 0x09905
1957750:  R.. 0x0ecff
1987875:  R.. 0x05980
1999125:  W.. 0x09980
2017875:  R.. 0x1edff
2029125:  R.. 0x05981
2040375:  W.. 0x09981
2070375:  R.. 0x05982
2077875:  R.. 0x0eeff
2081625:  W.. 0x09982
2111625:  R.. 0x05983
2122875:  W.. 0x09983
2137875:  R.. 0x1efff
2152750:  R.. 0x05984
2164000:  W.. 0x09984
2194000:  R.. 0x05985
2197750:  R.. 0x0f0ff
2205250:  W.. 0x09985
2224000:  R.. 0x1ffff
2227750:  R.. 0x1ffff
2231500:  R.. 0x1ffff
2235250:  R.. 0x1ffff
2265750:  R.. 0x05a00
2278375:  W.. 0x09a00
2308375:  R.. 0x05a01
2319625:  W.. 0x09a01
2362875:  R.. 0x05a02
2374125:  W.. 0x09a02
2404125:  R.. 0x05a03
2415375:  W.. 0x09a03
2419250:  R.. 0x1f1ff
2445500:  R.. 0x05a04
2456750:  W.. 0x09a04
2479250:  R.. 0x0f2ff
2486750:  R.. 0x05a05
2498000:  W.. 0x09a05
2539250:  R.. 0x1f3ff
2557875:  R.. 0x05a80
2569125:  W.. 0x09a80
2599125:  R.. 0x0f4ff
2602875:  R.. 0x05a81
2614125:  W.. 0x09a81
2644125:  R.. 0x05a82
2655375:  W.. 0x09a82
2659125:  R.. 0x1f5ff
2685375:  R.. 0x05a83
2696625:  W.. 0x09a83
2719125:  R.. 0x0f6ff
2726625:  R.. 0x05a84
2737875:  W.. 0x09a84
2767875:  R.. 0x05a85
2779250:  R.. 0x1f7ff
2783000:  W.. 0x09a85
2839250:  R.. 0x0f8ff
2843000:  R.. 0x05b00
2854250:  W.. 0x09b00
2865625:  R.. 0x1ffff
2869375:  R.. 0x1ffff
2873125:  R.. 0x1ffff
2876875:  R.. 0x1ffff
2884375:  R.. 0x05b01
2895625:  W.. 0x09b01
2927500:  R.. 0x05b02
2938750:  W.. 0x09b02
2968625:  R.. 0x05b03
2979875:  W.. 0x09b03
3008000:  R.. 0x05b04
3019250:  W.. 0x09b04
3049250:  R.. 0x05b05
3060500:  R.. 0x1f9ff
3064250:  W.. 0x09b05
3120500:  R.. 0x0faff
3124250:  R.. 0x05b80
3135500:  W.. 0x09b80
3165500:  R.. 0x05b81
3176750:  W.. 0x09b81
3180500:  R.. 0x1fbff
3206750:  R.. 0x05b82
3218000:  W.. 0x09b82
3240625:  R.. 0x0fcff
3248125:  R.. 0x05b83
3259375:  W.. 0x09b83
3289375:  R.. 0x05b84
3300625:  R.. 0x1fdff
3304375:  W.. 0x09b84
3334375:  R.. 0x05b85
3345625:  W.. 0x09b85
3360625:  R.. 0x0feff
3405625:  R.. 0x05c00
3416875:  W.. 0x09c00
3420625:  R.. 0x1ffff
3446875:  R.. 0x05c01
3458125:  W.. 0x09c01
3480625:  R.. 0x0003f
3488000:  R.. 0x05c02
3499250:  W.. 0x09c02
3506875:  R.. 0x1ffff
3510625:  R.. 0x1ffff
3514375:  R.. 0x1ffff
3518125:  R.. 0x1ffff
3529250:  R.. 0x05c03
3540500:  W.. 0x09c03
3572375:  R.. 0x05c04
3583750:  W.. 0x09c04
3613750:  R.. 0x05c05
3625000:  W.. 0x09c05
